,0
202,1527095255.02
203,1527095255.03
204,1527095255.04
205,1527095255.05
206,1527095255.06
207,1527095255.07
208,1527095255.08
209,1527095255.09
210,1527095255.1
211,1527095255.11
212,1527095255.12
213,1527095255.13
214,1527095255.14
215,1527095255.15
216,1527095255.16
217,1527095255.17
218,1527095255.18
219,1527095255.19
220,1527095255.2
221,1527095255.21
222,1527095255.22
223,1527095255.23
224,1527095255.24
225,1527095255.25
226,1527095255.26
227,1527095255.27
228,1527095255.28
229,1527095255.29
230,1527095255.3
231,1527095255.31
232,1527095255.32
233,1527095255.33
234,1527095255.34
235,1527095255.35
236,1527095255.36
237,1527095255.37
238,1527095255.38
239,1527095255.39
240,1527095255.4
241,1527095255.41
242,1527095255.42
243,1527095255.43
244,1527095255.44
245,1527095255.45
246,1527095255.46
247,1527095255.47
248,1527095255.48
249,1527095255.49
250,1527095255.5
251,1527095255.51
252,1527095255.52
253,1527095255.53
254,1527095255.54
255,1527095255.55
256,1527095255.56
257,1527095255.57
258,1527095255.58
259,1527095255.59
260,1527095255.6
261,1527095255.61
262,1527095255.62
263,1527095255.63
264,1527095255.64
265,1527095255.65
266,1527095255.66
267,1527095255.67
268,1527095255.68
269,1527095255.69
270,1527095255.7
271,1527095255.71
272,1527095255.72
273,1527095255.73
274,1527095255.74
275,1527095255.75
276,1527095255.76
277,1527095255.77
278,1527095255.78
279,1527095255.79
280,1527095255.8
281,1527095255.81
282,1527095255.82
283,1527095255.83
284,1527095255.84
285,1527095255.85
286,1527095255.86
287,1527095255.87
288,1527095255.88
289,1527095255.89
290,1527095255.9
291,1527095255.91
292,1527095255.92
293,1527095255.93
294,1527095255.94
295,1527095255.95
296,1527095255.96
297,1527095255.97
298,1527095255.98
299,1527095255.99
300,1527095256.0
301,1527095256.01
302,1527095256.02
303,1527095256.03
304,1527095256.04
305,1527095256.05
306,1527095256.06
307,1527095256.07
308,1527095256.08
309,1527095256.09
310,1527095256.1
311,1527095256.11
312,1527095256.12
313,1527095256.13
314,1527095256.14
315,1527095256.15
316,1527095256.16
317,1527095256.17
318,1527095256.18
319,1527095256.19
320,1527095256.2
321,1527095256.21
322,1527095256.22
323,1527095256.23
324,1527095256.24
325,1527095256.25
326,1527095256.26
327,1527095256.27
328,1527095256.28
329,1527095256.29
330,1527095256.3
331,1527095256.31
332,1527095256.32
333,1527095256.33
334,1527095256.34
335,1527095256.35
336,1527095256.36
337,1527095256.37
338,1527095256.38
339,1527095256.39
340,1527095256.4
341,1527095256.41
342,1527095256.42
343,1527095256.43
344,1527095256.44
345,1527095256.45
346,1527095256.46
347,1527095256.47
348,1527095256.48
349,1527095256.49
350,1527095256.5
351,1527095256.51
352,1527095256.52
353,1527095256.53
354,1527095256.54
355,1527095256.55
356,1527095256.56
357,1527095256.57
358,1527095256.58
359,1527095256.59
360,1527095256.6
361,1527095256.61
362,1527095256.62
363,1527095256.63
364,1527095256.64
365,1527095256.65
366,1527095256.66
367,1527095256.67
368,1527095256.68
369,1527095256.69
370,1527095256.7
371,1527095256.71
372,1527095256.72
373,1527095256.73
374,1527095256.74
375,1527095256.75
376,1527095256.76
377,1527095256.77
378,1527095256.78
379,1527095256.79
380,1527095256.8
381,1527095256.81
382,1527095256.82
383,1527095256.83
384,1527095256.84
385,1527095256.85
386,1527095256.86
387,1527095256.87
388,1527095256.88
389,1527095256.89
390,1527095256.9
391,1527095256.91
392,1527095256.92
393,1527095256.93
394,1527095256.94
395,1527095256.95
396,1527095256.96
397,1527095256.97
398,1527095256.98
399,1527095256.99
400,1527095257.0
401,1527095257.01
402,1527095257.02
403,1527095257.03
404,1527095257.04
405,1527095257.05
406,1527095257.06
407,1527095257.07
408,1527095257.08
409,1527095257.09
410,1527095257.1
411,1527095257.11
412,1527095257.12
413,1527095257.13
414,1527095257.14
415,1527095257.15
416,1527095257.16
417,1527095257.17
418,1527095257.18
419,1527095257.19
420,1527095257.2
421,1527095257.21
422,1527095257.22
423,1527095257.23
424,1527095257.24
425,1527095257.25
426,1527095257.26
427,1527095257.27
428,1527095257.28
429,1527095257.29
430,1527095257.3
431,1527095257.31
432,1527095257.32
433,1527095257.33
434,1527095257.34
435,1527095257.35
436,1527095257.36
437,1527095257.37
438,1527095257.38
439,1527095257.39
440,1527095257.4
441,1527095257.41
442,1527095257.42
443,1527095257.43
444,1527095257.44
445,1527095257.45
446,1527095257.46
447,1527095257.47
448,1527095257.48
449,1527095257.49
450,1527095257.5
451,1527095257.51
452,1527095257.52
453,1527095257.53
454,1527095257.54
455,1527095257.55
456,1527095257.56
457,1527095257.57
458,1527095257.58
459,1527095257.59
460,1527095257.6
461,1527095257.61
462,1527095257.62
463,1527095257.63
464,1527095257.64
465,1527095257.65
466,1527095257.66
467,1527095257.67
468,1527095257.68
469,1527095257.69
470,1527095257.7
471,1527095257.71
472,1527095257.72
473,1527095257.73
474,1527095257.74
475,1527095257.75
476,1527095257.76
477,1527095257.77
478,1527095257.78
479,1527095257.79
480,1527095257.8
481,1527095257.81
482,1527095257.82
483,1527095257.83
484,1527095257.84
485,1527095257.85
486,1527095257.86
487,1527095257.87
488,1527095257.88
489,1527095257.89
490,1527095257.9
491,1527095257.91
492,1527095257.92
493,1527095257.93
494,1527095257.94
495,1527095257.95
496,1527095257.96
497,1527095257.97
498,1527095257.98
499,1527095257.99
500,1527095258.0
501,1527095258.01
502,1527095258.02
503,1527095258.03
504,1527095258.04
505,1527095258.05
506,1527095258.06
507,1527095258.07
508,1527095258.08
509,1527095258.09
510,1527095258.1
511,1527095258.11
512,1527095258.12
513,1527095258.13
514,1527095258.14
515,1527095258.15
516,1527095258.16
517,1527095258.17
518,1527095258.18
519,1527095258.19
520,1527095258.2
521,1527095258.21
522,1527095258.22
523,1527095258.23
524,1527095258.24
525,1527095258.25
526,1527095258.26
527,1527095258.27
528,1527095258.28
529,1527095258.29
530,1527095258.3
531,1527095258.31
532,1527095258.32
533,1527095258.33
534,1527095258.34
535,1527095258.35
536,1527095258.36
537,1527095258.37
538,1527095258.38
539,1527095258.39
540,1527095258.4
541,1527095258.41
542,1527095258.42
543,1527095258.43
544,1527095258.44
545,1527095258.45
546,1527095258.46
547,1527095258.47
548,1527095258.48
549,1527095258.49
550,1527095258.5
551,1527095258.51
552,1527095258.52
553,1527095258.53
554,1527095258.54
555,1527095258.55
556,1527095258.56
557,1527095258.57
558,1527095258.58
559,1527095258.59
560,1527095258.6
561,1527095258.61
562,1527095258.62
563,1527095258.63
564,1527095258.64
565,1527095258.65
566,1527095258.66
567,1527095258.67
568,1527095258.68
569,1527095258.69
570,1527095258.7
571,1527095258.71
572,1527095258.72
573,1527095258.73
574,1527095258.74
575,1527095258.75
576,1527095258.76
577,1527095258.77
578,1527095258.78
579,1527095258.79
580,1527095258.8
581,1527095258.81
582,1527095258.82
583,1527095258.83
584,1527095258.84
585,1527095258.85
586,1527095258.86
587,1527095258.87
588,1527095258.88
589,1527095258.89
590,1527095258.9
591,1527095258.91
592,1527095258.92
593,1527095258.93
594,1527095258.94
595,1527095258.95
596,1527095258.96
597,1527095258.97
598,1527095258.98
599,1527095258.99
600,1527095259.0
601,1527095259.01
602,1527095259.02
603,1527095259.03
604,1527095259.04
605,1527095259.05
606,1527095259.06
607,1527095259.07
608,1527095259.08
609,1527095259.09
610,1527095259.1
611,1527095259.11
612,1527095259.12
613,1527095259.13
614,1527095259.14
615,1527095259.15
616,1527095259.16
617,1527095259.17
618,1527095259.18
619,1527095259.19
620,1527095259.2
621,1527095259.21
622,1527095259.22
623,1527095259.23
624,1527095259.24
625,1527095259.25
626,1527095259.26
627,1527095259.27
628,1527095259.28
629,1527095259.29
630,1527095259.3
631,1527095259.31
632,1527095259.32
633,1527095259.33
634,1527095259.34
635,1527095259.35
636,1527095259.36
637,1527095259.37
638,1527095259.38
639,1527095259.39
640,1527095259.4
641,1527095259.41
642,1527095259.42
643,1527095259.43
644,1527095259.44
645,1527095259.45
646,1527095259.46
647,1527095259.47
648,1527095259.48
649,1527095259.49
650,1527095259.5
651,1527095259.51
652,1527095259.52
653,1527095259.53
654,1527095259.54
655,1527095259.55
656,1527095259.56
657,1527095259.57
658,1527095259.58
659,1527095259.59
660,1527095259.6
661,1527095259.61
662,1527095259.62
663,1527095259.63
664,1527095259.64
665,1527095259.65
666,1527095259.66
667,1527095259.67
668,1527095259.68
669,1527095259.69
670,1527095259.7
671,1527095259.71
672,1527095259.72
673,1527095259.73
674,1527095259.74
675,1527095259.75
676,1527095259.76
677,1527095259.77
678,1527095259.78
679,1527095259.79
680,1527095259.8
681,1527095259.81
682,1527095259.82
683,1527095259.83
684,1527095259.84
685,1527095259.85
686,1527095259.86
687,1527095259.87
688,1527095259.88
689,1527095259.89
690,1527095259.9
691,1527095259.91
692,1527095259.92
693,1527095259.93
694,1527095259.94
695,1527095259.95
696,1527095259.96
697,1527095259.97
698,1527095259.98
699,1527095259.99
700,1527095260.0
701,1527095260.01
702,1527095260.02
703,1527095260.03
704,1527095260.04
705,1527095260.05
706,1527095260.06
707,1527095260.07
708,1527095260.08
709,1527095260.09
710,1527095260.1
711,1527095260.11
712,1527095260.12
713,1527095260.13
714,1527095260.14
715,1527095260.15
716,1527095260.16
717,1527095260.17
718,1527095260.18
719,1527095260.19
720,1527095260.2
721,1527095260.21
722,1527095260.22
723,1527095260.23
724,1527095260.24
725,1527095260.25
726,1527095260.26
727,1527095260.27
728,1527095260.28
729,1527095260.29
730,1527095260.3
731,1527095260.31
732,1527095260.32
733,1527095260.33
734,1527095260.34
735,1527095260.35
736,1527095260.36
737,1527095260.37
738,1527095260.38
739,1527095260.39
740,1527095260.4
741,1527095260.41
742,1527095260.42
743,1527095260.43
744,1527095260.44
745,1527095260.45
746,1527095260.46
747,1527095260.47
748,1527095260.48
749,1527095260.49
750,1527095260.5
751,1527095260.51
752,1527095260.52
753,1527095260.53
754,1527095260.54
755,1527095260.55
756,1527095260.56
757,1527095260.57
758,1527095260.58
759,1527095260.59
760,1527095260.6
761,1527095260.61
762,1527095260.62
763,1527095260.63
764,1527095260.64
765,1527095260.65
766,1527095260.66
767,1527095260.67
768,1527095260.68
769,1527095260.69
770,1527095260.7
771,1527095260.71
772,1527095260.72
773,1527095260.73
774,1527095260.74
775,1527095260.75
776,1527095260.76
777,1527095260.77
778,1527095260.78
779,1527095260.79
780,1527095260.8
781,1527095260.81
782,1527095260.82
783,1527095260.83
784,1527095260.84
785,1527095260.85
786,1527095260.86
787,1527095260.87
788,1527095260.88
789,1527095260.89
790,1527095260.9
791,1527095260.91
792,1527095260.92
793,1527095260.93
794,1527095260.94
795,1527095260.95
796,1527095260.96
797,1527095260.97
798,1527095260.98
799,1527095260.99
800,1527095261.0
801,1527095261.01
802,1527095261.02
803,1527095261.03
804,1527095261.04
805,1527095261.05
806,1527095261.06
807,1527095261.07
808,1527095261.08
809,1527095261.09
810,1527095261.1
811,1527095261.11
812,1527095261.12
813,1527095261.13
814,1527095261.14
815,1527095261.15
816,1527095261.16
817,1527095261.17
818,1527095261.18
819,1527095261.19
820,1527095261.2
821,1527095261.21
822,1527095261.22
823,1527095261.23
824,1527095261.24
825,1527095261.25
826,1527095261.26
827,1527095261.27
828,1527095261.28
829,1527095261.29
830,1527095261.3
831,1527095261.31
832,1527095261.32
833,1527095261.33
834,1527095261.34
835,1527095261.35
836,1527095261.36
837,1527095261.37
838,1527095261.38
839,1527095261.39
840,1527095261.4
841,1527095261.41
842,1527095261.42
843,1527095261.43
844,1527095261.44
845,1527095261.45
846,1527095261.46
847,1527095261.47
848,1527095261.48
849,1527095261.49
850,1527095261.5
851,1527095261.51
852,1527095261.52
853,1527095261.53
854,1527095261.54
855,1527095261.55
856,1527095261.56
857,1527095261.57
858,1527095261.58
859,1527095261.59
860,1527095261.6
861,1527095261.61
862,1527095261.62
863,1527095261.63
864,1527095261.64
865,1527095261.65
866,1527095261.66
867,1527095261.67
868,1527095261.68
869,1527095261.69
870,1527095261.7
871,1527095261.71
872,1527095261.72
873,1527095261.73
874,1527095261.74
875,1527095261.75
876,1527095261.76
877,1527095261.77
878,1527095261.78
879,1527095261.79
880,1527095261.8
881,1527095261.81
882,1527095261.82
883,1527095261.83
884,1527095261.84
885,1527095261.85
886,1527095261.86
887,1527095261.87
888,1527095261.88
889,1527095261.89
890,1527095261.9
891,1527095261.91
892,1527095261.92
893,1527095261.93
894,1527095261.94
895,1527095261.95
896,1527095261.96
897,1527095261.97
898,1527095261.98
899,1527095261.99
900,1527095262.0
901,1527095262.01
902,1527095262.02
903,1527095262.03
904,1527095262.04
905,1527095262.05
906,1527095262.06
907,1527095262.07
908,1527095262.08
909,1527095262.09
910,1527095262.1
911,1527095262.11
912,1527095262.12
913,1527095262.13
914,1527095262.14
915,1527095262.15
916,1527095262.16
917,1527095262.17
918,1527095262.18
919,1527095262.19
920,1527095262.2
921,1527095262.21
922,1527095262.22
923,1527095262.23
924,1527095262.24
925,1527095262.25
926,1527095262.26
927,1527095262.27
928,1527095262.28
929,1527095262.29
930,1527095262.3
931,1527095262.31
932,1527095262.32
933,1527095262.33
934,1527095262.34
935,1527095262.35
936,1527095262.36
937,1527095262.37
938,1527095262.38
939,1527095262.39
940,1527095262.4
941,1527095262.41
942,1527095262.42
943,1527095262.43
944,1527095262.44
945,1527095262.45
946,1527095262.46
947,1527095262.47
948,1527095262.48
949,1527095262.49
950,1527095262.5
951,1527095262.51
952,1527095262.52
953,1527095262.53
954,1527095262.54
955,1527095262.55
956,1527095262.56
957,1527095262.57
958,1527095262.58
959,1527095262.59
960,1527095262.6
961,1527095262.61
962,1527095262.62
963,1527095262.63
964,1527095262.64
965,1527095262.65
966,1527095262.66
967,1527095262.67
968,1527095262.68
969,1527095262.69
970,1527095262.7
971,1527095262.71
972,1527095262.72
973,1527095262.73
974,1527095262.74
975,1527095262.75
976,1527095262.76
977,1527095262.77
978,1527095262.78
979,1527095262.79
980,1527095262.8
981,1527095262.81
982,1527095262.82
983,1527095262.83
984,1527095262.84
985,1527095262.85
986,1527095262.86
987,1527095262.87
988,1527095262.88
989,1527095262.89
990,1527095262.9
991,1527095262.91
992,1527095262.92
993,1527095262.93
994,1527095262.94
995,1527095262.95
996,1527095262.96
997,1527095262.97
998,1527095262.98
999,1527095262.99
1000,1527095263.0
1001,1527095263.01
1002,1527095263.02
1003,1527095263.03
1004,1527095263.04
1005,1527095263.05
1006,1527095263.06
1007,1527095263.07
1008,1527095263.08
1009,1527095263.09
1010,1527095263.1
1011,1527095263.11
1012,1527095263.12
1013,1527095263.13
1014,1527095263.14
1015,1527095263.15
1016,1527095263.16
1017,1527095263.17
1018,1527095263.18
1019,1527095263.19
1020,1527095263.2
1021,1527095263.21
1022,1527095263.22
1023,1527095263.23
1024,1527095263.24
1025,1527095263.25
1026,1527095263.26
1027,1527095263.27
1028,1527095263.28
1029,1527095263.29
1030,1527095263.3
1031,1527095263.31
1032,1527095263.32
1033,1527095263.33
1034,1527095263.34
1035,1527095263.35
1036,1527095263.36
1037,1527095263.37
1038,1527095263.38
1039,1527095263.39
1040,1527095263.4
1041,1527095263.41
1042,1527095263.42
1043,1527095263.43
1044,1527095263.44
1045,1527095263.45
1046,1527095263.46
1047,1527095263.47
1048,1527095263.48
1049,1527095263.49
1050,1527095263.5
1051,1527095263.51
1052,1527095263.52
1053,1527095263.53
1054,1527095263.54
1055,1527095263.55
1056,1527095263.56
1057,1527095263.57
1058,1527095263.58
1059,1527095263.59
1060,1527095263.6
1061,1527095263.61
1062,1527095263.62
1063,1527095263.63
1064,1527095263.64
1065,1527095263.65
1066,1527095263.66
1067,1527095263.67
1068,1527095263.68
1069,1527095263.69
1070,1527095263.7
1071,1527095263.71
1072,1527095263.72
1073,1527095263.73
1074,1527095263.74
1075,1527095263.75
1076,1527095263.76
1077,1527095263.77
1078,1527095263.78
1079,1527095263.79
1080,1527095263.8
1081,1527095263.81
1082,1527095263.82
1083,1527095263.83
1084,1527095263.84
1085,1527095263.85
1086,1527095263.86
1087,1527095263.87
1088,1527095263.88
1089,1527095263.89
1090,1527095263.9
1091,1527095263.91
1092,1527095263.92
1093,1527095263.93
1094,1527095263.94
1095,1527095263.95
1096,1527095263.96
1097,1527095263.97
1098,1527095263.98
1099,1527095263.99
1100,1527095264.0
1101,1527095264.01
1102,1527095264.02
1103,1527095264.03
1104,1527095264.04
1105,1527095264.05
1106,1527095264.06
1107,1527095264.07
1108,1527095264.08
1109,1527095264.09
1110,1527095264.1
1111,1527095264.11
1112,1527095264.12
1113,1527095264.13
1114,1527095264.14
1115,1527095264.15
1116,1527095264.16
1117,1527095264.17
1118,1527095264.18
1119,1527095264.19
1120,1527095264.2
1121,1527095264.21
1122,1527095264.22
1123,1527095264.23
1124,1527095264.24
1125,1527095264.25
1126,1527095264.26
1127,1527095264.27
1128,1527095264.28
1129,1527095264.29
1130,1527095264.3
1131,1527095264.31
1132,1527095264.32
1133,1527095264.33
1134,1527095264.34
1135,1527095264.35
1136,1527095264.36
1137,1527095264.37
1138,1527095264.38
1139,1527095264.39
1140,1527095264.4
1141,1527095264.41
1142,1527095264.42
1143,1527095264.43
1144,1527095264.44
1145,1527095264.45
1146,1527095264.46
1147,1527095264.47
1148,1527095264.48
1149,1527095264.49
1150,1527095264.5
1151,1527095264.51
1152,1527095264.52
1153,1527095264.53
1154,1527095264.54
1155,1527095264.55
1156,1527095264.56
1157,1527095264.57
1158,1527095264.58
1159,1527095264.59
1160,1527095264.6
1161,1527095264.61
1162,1527095264.62
1163,1527095264.63
1164,1527095264.64
1165,1527095264.65
1166,1527095264.66
1167,1527095264.67
1168,1527095264.68
1169,1527095264.69
1170,1527095264.7
1171,1527095264.71
1172,1527095264.72
1173,1527095264.73
1174,1527095264.74
1175,1527095264.75
1176,1527095264.76
1177,1527095264.77
1178,1527095264.78
1179,1527095264.79
1180,1527095264.8
1181,1527095264.81
1182,1527095264.82
1183,1527095264.83
1184,1527095264.84
1185,1527095264.85
1186,1527095264.86
1187,1527095264.87
1188,1527095264.88
1189,1527095264.89
1190,1527095264.9
1191,1527095264.91
1192,1527095264.92
1193,1527095264.93
1194,1527095264.94
1195,1527095264.95
1196,1527095264.96
1197,1527095264.97
1198,1527095264.98
1199,1527095264.99
1200,1527095265.0
1201,1527095265.01
1202,1527095265.02
1203,1527095265.03
1204,1527095265.04
1205,1527095265.05
1206,1527095265.06
1207,1527095265.07
1208,1527095265.08
1209,1527095265.09
1210,1527095265.1
1211,1527095265.11
1212,1527095265.12
1213,1527095265.13
1214,1527095265.14
1215,1527095265.15
1216,1527095265.16
1217,1527095265.17
1218,1527095265.18
1219,1527095265.19
1220,1527095265.2
1221,1527095265.21
1222,1527095265.22
1223,1527095265.23
1224,1527095265.24
1225,1527095265.25
1226,1527095265.26
1227,1527095265.27
1228,1527095265.28
1229,1527095265.29
1230,1527095265.3
1231,1527095265.31
1232,1527095265.32
1233,1527095265.33
1234,1527095265.34
1235,1527095265.35
1236,1527095265.36
1237,1527095265.37
1238,1527095265.38
1239,1527095265.39
1240,1527095265.4
1241,1527095265.41
1242,1527095265.42
1243,1527095265.43
1244,1527095265.44
1245,1527095265.45
1246,1527095265.46
1247,1527095265.47
1248,1527095265.48
1249,1527095265.49
1250,1527095265.5
1251,1527095265.51
1252,1527095265.52
1253,1527095265.53
1254,1527095265.54
1255,1527095265.55
1256,1527095265.56
1257,1527095265.57
1258,1527095265.58
1259,1527095265.59
1260,1527095265.6
1261,1527095265.61
1262,1527095265.62
1263,1527095265.63
1264,1527095265.64
1265,1527095265.65
1266,1527095265.66
1267,1527095265.67
1268,1527095265.68
1269,1527095265.69
1270,1527095265.7
1271,1527095265.71
1272,1527095265.72
1273,1527095265.73
1274,1527095265.74
1275,1527095265.75
1276,1527095265.76
1277,1527095265.77
1278,1527095265.78
1279,1527095265.79
1280,1527095265.8
1281,1527095265.81
1282,1527095265.82
1283,1527095265.83
1284,1527095265.84
1285,1527095265.85
1286,1527095265.86
1287,1527095265.87
1288,1527095265.88
1289,1527095265.89
1290,1527095265.9
1291,1527095265.91
1292,1527095265.92
1293,1527095265.93
1294,1527095265.94
1295,1527095265.95
1296,1527095265.96
1297,1527095265.97
1298,1527095265.98
1299,1527095265.99
1300,1527095266.0
1301,1527095266.01
1302,1527095266.02
1303,1527095266.03
1304,1527095266.04
1305,1527095266.05
1306,1527095266.06
1307,1527095266.07
1308,1527095266.08
1309,1527095266.09
1310,1527095266.1
1311,1527095266.11
1312,1527095266.12
1313,1527095266.13
1314,1527095266.14
1315,1527095266.15
1316,1527095266.16
1317,1527095266.17
1318,1527095266.18
1319,1527095266.19
1320,1527095266.2
1321,1527095266.21
1322,1527095266.22
1323,1527095266.23
1324,1527095266.24
1325,1527095266.25
1326,1527095266.26
1327,1527095266.27
1328,1527095266.28
1329,1527095266.29
1330,1527095266.3
1331,1527095266.31
1332,1527095266.32
1333,1527095266.33
1334,1527095266.34
1335,1527095266.35
1336,1527095266.36
1337,1527095266.37
1338,1527095266.38
1339,1527095266.39
1340,1527095266.4
1341,1527095266.41
1342,1527095266.42
1343,1527095266.43
1344,1527095266.44
1345,1527095266.45
1346,1527095266.46
1347,1527095266.47
1348,1527095266.48
1349,1527095266.49
1350,1527095266.5
1351,1527095266.51
1352,1527095266.52
1353,1527095266.53
1354,1527095266.54
1355,1527095266.55
1356,1527095266.56
1357,1527095266.57
1358,1527095266.58
1359,1527095266.59
1360,1527095266.6
1361,1527095266.61
1362,1527095266.62
1363,1527095266.63
1364,1527095266.64
1365,1527095266.65
1366,1527095266.66
1367,1527095266.67
1368,1527095266.68
1369,1527095266.69
1370,1527095266.7
1371,1527095266.71
1372,1527095266.72
1373,1527095266.73
1374,1527095266.74
1375,1527095266.75
1376,1527095266.76
1377,1527095266.77
1378,1527095266.78
1379,1527095266.79
1380,1527095266.8
1381,1527095266.81
1382,1527095266.82
1383,1527095266.83
1384,1527095266.84
1385,1527095266.85
1386,1527095266.86
1387,1527095266.87
1388,1527095266.88
1389,1527095266.89
1390,1527095266.9
1391,1527095266.91
1392,1527095266.92
1393,1527095266.93
1394,1527095266.94
1395,1527095266.95
1396,1527095266.96
1397,1527095266.97
1398,1527095266.98
1399,1527095266.99
1400,1527095267.0
1401,1527095267.01
1402,1527095267.02
1403,1527095267.03
1404,1527095267.04
1405,1527095267.05
1406,1527095267.06
1407,1527095267.07
1408,1527095267.08
1409,1527095267.09
1410,1527095267.1
1411,1527095267.11
1412,1527095267.12
1413,1527095267.13
1414,1527095267.14
1415,1527095267.15
1416,1527095267.16
1417,1527095267.17
1418,1527095267.18
1419,1527095267.19
1420,1527095267.2
1421,1527095267.21
1422,1527095267.22
1423,1527095267.23
1424,1527095267.24
1425,1527095267.25
1426,1527095267.26
1427,1527095267.27
1428,1527095267.28
1429,1527095267.29
1430,1527095267.3
1431,1527095267.31
1432,1527095267.32
1433,1527095267.33
1434,1527095267.34
1435,1527095267.35
1436,1527095267.36
1437,1527095267.37
1438,1527095267.38
1439,1527095267.39
1440,1527095267.4
1441,1527095267.41
1442,1527095267.42
1443,1527095267.43
1444,1527095267.44
1445,1527095267.45
1446,1527095267.46
1447,1527095267.47
1448,1527095267.48
1449,1527095267.49
1450,1527095267.5
1451,1527095267.51
1452,1527095267.52
1453,1527095267.53
1454,1527095267.54
1455,1527095267.55
1456,1527095267.56
1457,1527095267.57
1458,1527095267.58
1459,1527095267.59
1460,1527095267.6
1461,1527095267.61
1462,1527095267.62
1463,1527095267.63
1464,1527095267.64
1465,1527095267.65
1466,1527095267.66
1467,1527095267.67
1468,1527095267.68
1469,1527095267.69
1470,1527095267.7
1471,1527095267.71
1472,1527095267.72
1473,1527095267.73
1474,1527095267.74
1475,1527095267.75
1476,1527095267.76
1477,1527095267.77
1478,1527095267.78
1479,1527095267.79
1480,1527095267.8
1481,1527095267.81
1482,1527095267.82
1483,1527095267.83
1484,1527095267.84
1485,1527095267.85
1486,1527095267.86
1487,1527095267.87
1488,1527095267.88
1489,1527095267.89
1490,1527095267.9
1491,1527095267.91
1492,1527095267.92
1493,1527095267.93
1494,1527095267.94
1495,1527095267.95
1496,1527095267.96
1497,1527095267.97
1498,1527095267.98
